course_id,sched_1_355,sched_2_1035,sched_3_418,sched_4_2543,stop_1_355,stop_2_1035,stop_3_418,stop_4_2543,stay_1_355,stay_2_1035,stay_3_418,stay_4_2543,daily_course,weekly_course,t_stop1_to_stop2,t_stop2_to_stop3,t_stop3_to_stop4,sched_1_355_s,sched_2_1035_s,sched_3_418_s,sched_4_2543_s,stop_1_355_s,stop_2_1035_s,stop_3_418_s,stop_4_2543_s,year,month,day
101319,25:30.1,26:29.8,27:30.2,29:30.3,28:35.9,30:50.7,32:05.0,35:47.9,2,1,1,0,15,44,134.784,74.304,222.912,1620588330,1620588390,1620588450,1620588570,1620588516,1620588651,1620588725,1620588948,2021,5,9
101015,32:29.8,33:30.2,35:30.3,37:30.4,32:13.3,33:18.1,34:34.2,35:58.8,0,0,1,0.5,1,45,64.8,76.032,84.672,1620617550,1620617610,1620617730,1620617850,1620617533,1620617598,1620617674,1620617759,2021,5,10
101017,53:29.8,54:30.2,56:30.3,58:30.4,52:31.9,54:26.8,55:39.4,59:29.2,1.5,1,0,1,2,46,114.912,72.576,229.824,1620622410,1620622470,1620622590,1620622710,1620622352,1620622467,1620622539,1620622769,2021,5,10
101019,09:30.0,11:30.0,13:30.1,16:29.9,21:20.2,22:52.6,25:17.8,28:12.3,1,1,1,0.5,3,47,92.448,145.152,174.528,1620626970,1620627090,1620627210,1620627390,1620627680,1620627773,1620627918,1620628092,2021,5,10
101021,33:29.7,35:29.8,37:29.9,40:30.4,41:51.6,43:38.8,45:24.2,51:21.0,1,1,0.5,0.5,4,48,107.136,105.408,356.832,1620632010,1620632130,1620632250,1620632430,1620632512,1620632619,1620632724,1620633081,2021,5,10
101023,03:29.7,05:29.8,07:29.9,10:30.4,04:18.0,06:25.9,07:53.2,12:06.3,1,0,2,1,5,49,127.872,87.264,253.152,1620637410,1620637530,1620637650,1620637830,1620637458,1620637586,1620637673,1620637926,2021,5,10
101025,19:29.9,21:30.0,23:30.0,26:29.8,19:21.2,20:57.1,23:02.4,27:57.0,1,1,1,1,6,50,95.904,125.28,294.624,1620641970,1620642090,1620642210,1620642390,1620641961,1620642057,1620642182,1620642477,2021,5,10
101027,35:30.0,37:30.1,39:30.2,42:30.0,35:26.6,38:22.8,39:17.3,42:04.9,1,0,0,1,7,51,176.256,54.432,167.616,1620646530,1620646650,1620646770,1620646950,1620646527,1620646703,1620646757,1620646925,2021,5,10
101029,51:30.2,53:30.3,55:30.4,58:30.1,51:45.8,55:44.3,58:50.9,01:48.0,2,1,1,0,8,52,238.464,186.624,177.12,1620651090,1620651210,1620651330,1620651510,1620651106,1620651344,1620651531,1620651708,2021,5,10
101031,09:29.7,11:29.8,13:29.9,16:30.4,12:12.1,14:50.2,18:41.8,21:48.4,1,1,0.5,0.5,9,53,158.112,231.552,186.624,1620655770,1620655890,1620656010,1620656190,1620655932,1620656090,1620656322,1620656508,2021,5,10
101033,34:29.9,36:30.0,38:30.0,41:29.8,47:26.6,50:03.8,54:47.2,59:48.8,0.5,1,3,1,10,54,157.248,283.392,301.536,1620660870,1620660990,1620661110,1620661290,1620661647,1620661804,1620662087,1620662389,2021,5,10
101035,50:30.0,52:30.1,54:30.2,57:30.0,01:23.2,03:01.7,05:50.2,09:42.6,1,1,1,1,11,55,98.496,168.48,232.416,1620665430,1620665550,1620665670,1620665850,1620666083,1620666182,1620666350,1620666583,2021,5,10
101037,03:29.7,04:30.1,06:30.2,08:30.3,09:49.8,11:30.0,12:41.8,15:44.1,1,0,1,1,12,56,100.224,71.712,182.304,1620669810,1620669870,1620669990,1620670110,1620670190,1620670290,1620670362,1620670544,2021,5,10
101015,32:29.8,33:30.2,35:30.3,37:30.4,30:48.7,31:56.1,33:36.3,35:55.4,0.5,0.5,1,0,1,57,67.392,100.224,139.104,1620703950,1620704010,1620704130,1620704250,1620703849,1620703916,1620704016,1620704155,2021,5,11
101017,53:29.8,54:30.2,56:30.3,58:30.4,53:23.7,54:48.4,56:01.8,59:53.4,1,0,1,0.5,2,58,84.672,73.44,231.552,1620708810,1620708870,1620708990,1620709110,1620708804,1620708888,1620708962,1620709193,2021,5,11
101019,09:30.0,11:30.0,13:30.1,16:29.9,16:14.3,17:27.7,20:48.2,23:59.1,0.5,1,0.5,0.5,3,59,73.44,200.448,190.944,1620713370,1620713490,1620713610,1620713790,1620713774,1620713848,1620714048,1620714239,2021,5,11
101021,33:29.7,35:29.8,37:29.9,40:30.4,39:04.0,41:30.0,43:25.8,47:58.0,1,1,1,0.5,4,60,146.016,115.776,272.16,1620718410,1620718530,1620718650,1620718830,1620718744,1620718890,1620719006,1620719278,2021,5,11
101023,03:29.7,05:29.8,07:29.9,10:30.4,05:06.4,07:43.7,09:38.6,14:02.1,1,1,1,0.5,5,61,157.248,114.912,263.52,1620723810,1620723930,1620724050,1620724230,1620723906,1620724064,1620724179,1620724442,2021,5,11
101025,19:29.9,21:30.0,23:30.0,26:29.8,21:23.0,24:42.6,26:38.4,30:05.8,2,0,1,0.5,6,62,199.584,115.776,207.36,1620728370,1620728490,1620728610,1620728790,1620728483,1620728683,1620728798,1620729006,2021,5,11
101027,35:30.0,37:30.1,39:30.2,42:30.0,38:09.9,40:35.9,43:14.9,45:54.7,2,1,1,1,7,63,146.016,158.976,159.84,1620732930,1620733050,1620733170,1620733350,1620733090,1620733236,1620733395,1620733555,2021,5,11
101029,51:30.2,53:30.3,55:30.4,58:30.1,51:38.9,53:45.9,56:04.1,59:55.7,1.5,1,0.5,1,8,64,127.008,138.24,231.552,1620737490,1620737610,1620737730,1620737910,1620737499,1620737626,1620737764,1620737996,2021,5,11
101031,09:29.7,11:29.8,13:29.9,16:30.4,09:27.9,11:42.7,13:07.4,17:48.2,1,1,2,0,9,65,134.784,84.672,280.8,1620742170,1620742290,1620742410,1620742590,1620742168,1620742303,1620742387,1620742668,2021,5,11
101033,34:29.9,36:30.0,38:30.0,41:29.8,43:40.2,45:23.9,49:37.1,53:51.9,1,1,3,1,10,66,103.68,253.152,254.88,1620747270,1620747390,1620747510,1620747690,1620747820,1620747924,1620748177,1620748432,2021,5,11
101035,50:30.0,52:30.1,54:30.2,57:30.0,00:12.4,02:17.7,03:52.7,07:56.4,1,0,3,0,11,67,125.28,95.04,243.648,1620751830,1620751950,1620752070,1620752250,1620752412,1620752538,1620752633,1620752876,2021,5,11
101037,03:29.7,04:30.1,06:30.2,08:30.3,03:35.7,05:41.0,06:44.9,09:47.2,1,0,0,0,12,68,125.28,63.936,182.304,1620756210,1620756270,1620756390,1620756510,1620756216,1620756341,1620756405,1620756587,2021,5,11
101015,32:29.8,33:30.2,35:30.3,37:30.4,32:40.1,33:44.1,34:48.0,37:46.0,0,0,0.5,1,1,69,63.936,63.936,177.984,1620790350,1620790410,1620790530,1620790650,1620790360,1620790424,1620790488,1620790666,2021,5,12
101017,53:29.8,54:30.2,56:30.3,58:30.4,53:03.8,54:38.0,55:29.9,57:50.7,1,0,1,0,2,70,94.176,51.84,140.832,1620795210,1620795270,1620795390,1620795510,1620795184,1620795278,1620795330,1620795471,2021,5,12
101019,09:30.0,11:30.0,13:30.1,16:29.9,18:48.1,21:07.2,22:20.6,24:06.9,1,0.5,0,0,3,71,139.104,73.44,106.272,1620799770,1620799890,1620800010,1620800190,1620800328,1620800467,1620800541,1620800647,2021,5,12
101021,33:29.7,35:29.8,37:29.9,40:30.4,40:22.7,43:10.3,45:49.2,50:12.8,2,1,2,1,4,72,167.616,158.976,263.52,1620804810,1620804930,1620805050,1620805230,1620805223,1620805390,1620805549,1620805813,2021,5,12
101023,03:29.7,05:29.8,07:29.9,10:30.4,03:23.6,04:36.2,07:12.6,09:49.8,0.5,1,1,0.5,5,73,72.576,156.384,157.248,1620810210,1620810330,1620810450,1620810630,1620810204,1620810276,1620810433,1620810590,2021,5,12
101025,19:29.9,21:30.0,23:30.0,26:29.8,22:01.1,23:55.1,26:23.7,32:02.4,1,1,1,0,6,74,114.048,148.608,338.688,1620814770,1620814890,1620815010,1620815190,1620814921,1620815035,1620815184,1620815522,2021,5,12
101027,35:30.0,37:30.1,39:30.2,42:30.0,36:15.8,38:11.6,40:29.9,45:48.7,1,0.5,1,1,7,75,115.776,138.24,318.816,1620819330,1620819450,1620819570,1620819750,1620819376,1620819492,1620819630,1620819949,2021,5,12
101029,51:30.2,53:30.3,55:30.4,58:30.1,52:22.9,55:02.8,57:21.0,00:07.8,1,0.5,1,0,8,76,159.84,138.24,166.752,1620823890,1620824010,1620824130,1620824310,1620823943,1620824103,1620824241,1620824408,2021,5,12
101031,09:29.7,11:29.8,13:29.9,16:30.4,10:12.0,12:02.6,13:10.8,17:45.6,0,0.5,1,0.5,9,77,110.592,68.256,274.752,1620828570,1620828690,1620828810,1620828990,1620828612,1620828723,1620828791,1620829066,2021,5,12
101033,34:29.9,36:30.0,38:30.0,41:29.8,35:26.9,37:34.8,39:52.1,45:31.7,1,0,2,1,10,78,127.872,137.376,339.552,1620833670,1620833790,1620833910,1620834090,1620833727,1620833855,1620833992,1620834332,2021,5,12
101035,50:30.0,52:30.1,54:30.2,57:30.0,53:41.9,55:59.2,57:55.0,01:48.3,2,0.5,2,1,11,79,137.376,115.776,233.28,1620838230,1620838350,1620838470,1620838650,1620838422,1620838559,1620838675,1620838908,2021,5,12
101037,03:29.7,04:30.1,06:30.2,08:30.3,06:32.0,08:50.2,09:55.0,13:25.0,2,0,0,1,12,80,138.24,64.8,209.952,1620842610,1620842670,1620842790,1620842910,1620842792,1620842930,1620842995,1620843205,2021,5,12
101015,32:29.8,33:30.2,35:30.3,37:30.4,31:49.2,32:52.2,35:11.3,37:47.7,0,2,0,0.5,1,81,63.072,139.104,156.384,1620876750,1620876810,1620876930,1620877050,1620876709,1620876772,1620876911,1620877068,2021,5,13
101017,53:29.8,54:30.2,56:30.3,58:30.4,52:39.6,54:33.7,55:37.6,57:36.0,2,0.5,0,0,2,82,114.048,63.936,118.368,1620881610,1620881670,1620881790,1620881910,1620881560,1620881674,1620881738,1620881856,2021,5,13
101019,09:30.0,11:30.0,13:30.1,16:29.9,13:45.7,15:30.2,17:06.1,20:05.0,1,0,1,0,3,83,104.544,95.904,178.848,1620886170,1620886290,1620886410,1620886590,1620886426,1620886530,1620886626,1620886805,2021,5,13
101021,33:29.7,35:29.8,37:29.9,40:30.4,44:58.3,48:00.6,49:46.8,54:00.0,2,0,1,0,4,84,182.304,106.272,253.152,1620891210,1620891330,1620891450,1620891630,1620891898,1620892081,1620892187,1620892440,2021,5,13
101023,03:29.7,05:29.8,07:29.9,10:30.4,03:20.2,05:06.4,07:02.2,11:47.3,0,1,2,1,5,85,106.272,115.776,285.12,1620896610,1620896730,1620896850,1620897030,1620896600,1620896706,1620896822,1620897107,2021,5,13
101025,19:29.9,21:30.0,23:30.0,26:29.8,21:28.2,23:21.4,24:34.0,29:58.8,1,0.5,1,0.5,6,86,113.184,72.576,324.864,1620901170,1620901290,1620901410,1620901590,1620901288,1620901401,1620901474,1620901799,2021,5,13
101027,35:30.0,37:30.1,39:30.2,42:30.0,37:43.1,38:57.4,40:22.1,42:06.6,0,0.5,0.5,0.5,7,87,74.304,84.672,104.544,1620905730,1620905850,1620905970,1620906150,1620905863,1620905937,1620906022,1620906127,2021,5,13
101029,51:30.2,53:30.3,55:30.4,58:30.1,52:17.8,54:16.1,57:58.2,01:41.1,0.5,2,2,0,8,88,118.368,222.048,222.912,1620910290,1620910410,1620910530,1620910710,1620910338,1620910456,1620910678,1620910901,2021,5,13
101031,09:29.7,11:29.8,13:29.9,16:30.4,10:01.6,11:53.1,13:03.1,17:49.9,1,1,1,0,9,89,111.456,69.984,286.848,1620914970,1620915090,1620915210,1620915390,1620915002,1620915113,1620915183,1620915470,2021,5,13
101033,34:29.9,36:30.0,38:30.0,41:29.8,43:29.9,45:50.7,50:04.7,53:47.6,2,1,1,0.5,10,90,140.832,254.016,222.912,1620920070,1620920190,1620920310,1620920490,1620920610,1620920751,1620921005,1620921228,2021,5,13
101035,50:30.0,52:30.1,54:30.2,57:30.0,03:18.1,05:21.7,06:36.0,09:55.6,1,0,1,0,11,91,123.552,74.304,199.584,1620924630,1620924750,1620924870,1620925050,1620925398,1620925522,1620925596,1620925796,2021,5,13
101037,03:29.7,04:30.1,06:30.2,08:30.3,06:13.0,08:11.3,09:36.0,11:43.9,1.5,1,0.5,0.5,12,92,118.368,84.672,127.872,1620929010,1620929070,1620929190,1620929310,1620929173,1620929291,1620929376,1620929504,2021,5,13
101015,32:29.8,33:30.2,35:30.3,37:30.4,31:41.4,33:02.6,34:31.6,35:51.1,0.5,0,0.5,1,1,1,81.216,88.992,79.488,1620963150,1620963210,1620963330,1620963450,1620963101,1620963183,1620963272,1620963351,2021,5,14
101017,53:29.8,54:30.2,56:30.3,58:30.4,52:30.1,53:39.3,55:35.9,59:48.2,0.5,1,1,0.5,2,2,69.12,116.64,252.288,1620968010,1620968070,1620968190,1620968310,1620967950,1620968019,1620968136,1620968388,2021,5,14
101019,09:30.0,11:30.0,13:30.1,16:29.9,12:54.7,15:33.7,17:09.6,19:58.9,1.5,1,0.5,0,3,3,158.976,95.904,169.344,1620972570,1620972690,1620972810,1620972990,1620972775,1620972934,1620973030,1620973199,2021,5,14
101021,33:29.7,35:29.8,37:29.9,40:30.4,34:20.6,35:23.7,37:31.6,42:06.3,0,0,1,0,4,4,63.072,127.872,274.752,1620977610,1620977730,1620977850,1620978030,1620977661,1620977724,1620977852,1620978126,2021,5,14
101023,03:29.7,05:29.8,07:29.9,10:30.4,04:47.4,07:35.0,08:59.7,13:56.1,2,0.5,1,0,5,5,167.616,84.672,296.352,1620983010,1620983130,1620983250,1620983430,1620983087,1620983255,1620983340,1620983636,2021,5,14
101025,19:29.9,21:30.0,23:30.0,26:29.8,20:58.0,22:11.4,25:41.4,28:07.4,1,0.5,0.5,0,6,6,73.44,209.952,146.016,1620987570,1620987690,1620987810,1620987990,1620987658,1620987731,1620987941,1620988087,2021,5,14
101027,35:30.0,37:30.1,39:30.2,42:30.0,38:58.3,42:30.0,44:36.1,50:01.0,1.5,0.5,1,0,7,7,211.68,126.144,324.864,1620992130,1620992250,1620992370,1620992550,1620992338,1620992550,1620992676,1620993001,2021,5,14
101029,51:30.2,53:30.3,55:30.4,58:30.1,57:14.1,59:52.2,01:58.4,05:49.1,2,0.5,1,0.5,8,8,158.112,126.144,230.688,1620996690,1620996810,1620996930,1620997110,1620997034,1620997192,1620997318,1620997549,2021,5,14
101031,09:29.7,11:29.8,13:29.9,16:30.4,08:50.8,11:26.3,14:24.3,17:44.7,1,1,1,0.5,9,9,155.52,177.984,200.448,1621001370,1621001490,1621001610,1621001790,1621001331,1621001486,1621001664,1621001865,2021,5,14
101033,34:29.9,36:30.0,38:30.0,41:29.8,39:35.7,41:41.9,44:30.3,47:51.6,2,1,1,0.5,10,10,126.144,168.48,201.312,1621006470,1621006590,1621006710,1621006890,1621006776,1621006902,1621007070,1621007272,2021,5,14
101035,50:30.0,52:30.1,54:30.2,57:30.0,00:39.2,03:06.0,03:59.6,07:31.3,2,0,0.5,0.5,11,11,146.88,53.568,211.68,1621011030,1621011150,1621011270,1621011450,1621011639,1621011786,1621011840,1621012051,2021,5,14
101037,03:29.7,04:30.1,06:30.2,08:30.3,04:18.9,06:17.3,07:09.1,09:40.3,1.5,0,1,0.5,12,12,118.368,51.84,151.2,1621015410,1621015470,1621015590,1621015710,1621015459,1621015577,1621015629,1621015780,2021,5,14
101291,30:29.7,31:30.1,32:29.8,34:29.9,30:00.3,30:58.2,32:02.1,33:55.3,0,0,0,0,1,13,57.888,63.936,113.184,1621049430,1621049490,1621049550,1621049670,1621049400,1621049458,1621049522,1621049635,2021,5,15
101293,30:30.0,31:30.4,32:30.0,34:30.1,29:42.4,31:50.3,32:53.4,35:51.4,1,0,0,0,2,14,127.872,63.072,177.984,1621053030,1621053090,1621053150,1621053270,1621052982,1621053110,1621053173,1621053351,2021,5,15
101295,40:29.9,42:30.0,43:30.4,45:29.7,39:36.3,40:40.2,42:34.3,45:53.9,1,0.5,0.5,0,3,15,63.936,114.048,199.584,1621057230,1621057350,1621057410,1621057530,1621057176,1621057240,1621057354,1621057554,2021,5,15
101297,45:30.0,47:30.0,48:29.7,50:29.8,43:31.6,44:34.7,46:32.2,49:56.9,0,1,1,0,4,16,63.072,117.504,204.768,1621061130,1621061250,1621061310,1621061430,1621061012,1621061075,1621061192,1621061397,2021,5,15
101299,02:29.8,04:29.9,05:30.3,07:30.4,02:49.6,05:31.2,06:42.0,09:53.9,1,0,0,0.5,5,17,161.568,70.848,191.808,1621065750,1621065870,1621065930,1621066050,1621065770,1621065931,1621066002,1621066194,2021,5,15
101301,14:29.8,16:29.9,17:30.3,19:30.4,12:34.0,14:30.6,15:35.4,20:00.7,0,1,1,0,6,18,116.64,64.8,265.248,1621070070,1621070190,1621070250,1621070370,1621069954,1621070071,1621070135,1621070401,2021,5,15
101303,19:29.9,21:30.0,22:30.4,24:29.7,19:21.2,20:56.3,21:59.3,25:54.3,0,0.5,0.5,0.5,7,19,95.04,63.072,235.008,1621073970,1621074090,1621074150,1621074270,1621073961,1621074056,1621074119,1621074354,2021,5,15
101307,29:30.0,31:30.1,32:29.8,34:29.9,33:07.8,35:31.2,36:23.9,39:55.6,2,0,0.5,0.5,8,20,143.424,52.704,211.68,1621081770,1621081890,1621081950,1621082070,1621081988,1621082131,1621082184,1621082396,2021,5,15
101309,39:30.0,41:30.0,42:29.7,44:29.8,38:36.4,40:53.8,41:54.2,43:42.2,2,0.5,0,0.5,9,21,137.376,60.48,108,1621085970,1621086090,1621086150,1621086270,1621085916,1621086054,1621086114,1621086222,2021,5,15
101311,55:30.1,57:30.2,58:29.9,00:30.0,55:39.6,57:26.8,58:30.7,01:50.3,1,0.5,0.5,0,10,22,107.136,63.936,199.584,1621090530,1621090650,1621090710,1621090830,1621090540,1621090647,1621090711,1621090910,2021,5,15
101313,00:30.2,02:30.3,03:30.0,05:30.0,59:43.6,00:43.2,01:46.3,03:42.0,0,0,0,0.5,11,23,59.616,63.072,115.776,1621094430,1621094550,1621094610,1621094730,1621094384,1621094443,1621094506,1621094622,2021,5,15
101315,05:30.3,07:30.4,08:30.0,10:30.1,06:04.0,07:48.6,08:43.9,11:54.0,1,0,0,1,12,24,104.544,55.296,190.08,1621098330,1621098450,1621098510,1621098630,1621098364,1621098469,1621098524,1621098714,2021,5,15
101317,08:30.3,09:30.0,10:30.4,12:29.7,08:15.6,09:36.0,11:43.9,15:46.7,0.5,1,0,0.5,13,25,80.352,127.872,242.784,1621102110,1621102170,1621102230,1621102350,1621102096,1621102176,1621102304,1621102547,2021,5,15
101319,25:30.1,26:29.8,27:30.2,29:30.3,25:10.3,26:22.8,27:16.4,29:43.3,0,0,0,1,14,26,72.576,53.568,146.88,1621106730,1621106790,1621106850,1621106970,1621106710,1621106783,1621106836,1621106983,2021,5,15
101291,30:29.7,31:30.1,32:29.8,34:29.9,29:47.3,30:51.3,32:03.8,33:49.2,0.5,0,0,1,1,27,63.936,72.576,105.408,1621135830,1621135890,1621135950,1621136070,1621135787,1621135851,1621135924,1621136029,2021,5,16
101293,30:30.0,31:30.4,32:30.0,34:30.1,29:51.1,31:47.7,33:02.0,35:52.2,1,0.5,0,0,2,28,116.64,74.304,170.208,1621139430,1621139490,1621139550,1621139670,1621139391,1621139508,1621139582,1621139752,2021,5,16
101295,40:29.9,42:30.0,43:30.4,45:29.7,40:54.9,43:14.9,44:24.0,45:54.7,1,0,0,0,3,29,139.968,69.12,90.72,1621143630,1621143750,1621143810,1621143930,1621143655,1621143795,1621143864,1621143955,2021,5,16
101297,45:30.0,47:30.0,48:29.7,50:29.8,46:25.2,47:48.2,49:06.0,51:55.3,1,0.5,0,0,4,30,82.944,77.76,169.344,1621147530,1621147650,1621147710,1621147830,1621147585,1621147668,1621147746,1621147915,2021,5,16
101299,02:29.8,04:29.9,05:30.3,07:30.4,01:35.3,03:30.2,04:35.0,07:43.4,0.5,0,0,0.5,5,31,114.912,64.8,188.352,1621152150,1621152270,1621152330,1621152450,1621152095,1621152210,1621152275,1621152463,2021,5,16
101301,14:29.8,16:29.9,17:30.3,19:30.4,13:57.8,16:16.9,17:28.6,19:47.7,1,0,0,0,6,32,139.104,71.712,139.104,1621156470,1621156590,1621156650,1621156770,1621156438,1621156577,1621156649,1621156788,2021,5,16
101303,19:29.9,21:30.0,22:30.4,24:29.7,18:38.0,20:46.8,21:49.8,23:56.0,1.5,0,0.5,0,7,33,128.736,63.072,126.144,1621160370,1621160490,1621160550,1621160670,1621160318,1621160447,1621160510,1621160636,2021,5,16
101305,24:30.0,26:30.0,27:29.7,29:29.8,23:34.7,26:17.1,27:09.8,30:00.0,1,0,0,0,8,34,162.432,52.704,170.208,1621164270,1621164390,1621164450,1621164570,1621164215,1621164377,1621164430,1621164600,2021,5,16
101307,29:30.0,31:30.1,32:29.8,34:29.9,30:00.3,31:06.8,32:28.9,35:37.2,0.5,1,1,1,9,35,66.528,82.08,188.352,1621168170,1621168290,1621168350,1621168470,1621168200,1621168267,1621168349,1621168537,2021,5,16
101309,39:30.0,41:30.0,42:29.7,44:29.8,41:06.7,43:36.2,44:39.3,47:40.7,2,0,0,0,10,36,149.472,63.072,181.44,1621172370,1621172490,1621172550,1621172670,1621172467,1621172616,1621172679,1621172861,2021,5,16
101311,55:30.1,57:30.2,58:29.9,00:30.0,54:44.4,56:41.9,58:04.8,01:46.0,1,1,1,1,11,37,117.504,82.944,221.184,1621176930,1621177050,1621177110,1621177230,1621176884,1621177002,1621177085,1621177306,2021,5,16
101313,00:30.2,02:30.3,03:30.0,05:30.0,00:39.7,02:06.1,03:10.1,05:47.3,0,1,0,0,12,38,86.4,63.936,157.248,1621180830,1621180950,1621181010,1621181130,1621180840,1621180926,1621180990,1621181147,2021,5,16
101315,05:30.3,07:30.4,08:30.0,10:30.1,07:19.2,09:36.6,10:31.0,13:48.0,1,0,1,0,13,39,137.376,54.432,196.992,1621184730,1621184850,1621184910,1621185030,1621184839,1621184977,1621185031,1621185228,2021,5,16
101317,08:30.3,09:30.0,10:30.4,12:29.7,09:17.0,11:00.7,11:51.6,13:48.3,0,0,1,0,14,40,103.68,50.976,116.64,1621188510,1621188570,1621188630,1621188750,1621188557,1621188661,1621188712,1621188828,2021,5,16
101319,25:30.1,26:29.8,27:30.2,29:30.3,25:26.7,26:52.2,27:49.2,29:45.9,1,0,0,0,15,41,85.536,57.024,116.64,1621193130,1621193190,1621193250,1621193370,1621193127,1621193212,1621193269,1621193386,2021,5,16
101015,32:29.8,33:30.2,35:30.3,37:30.4,31:37.1,33:00.0,34:35.0,37:33.0,0,0.5,0.5,1,1,42,82.944,95.04,177.984,1621222350,1621222410,1621222530,1621222650,1621222297,1621222380,1621222475,1621222653,2021,5,17
101017,53:29.8,54:30.2,56:30.3,58:30.4,52:39.6,54:37.2,55:41.1,59:42.1,2,0,0,0.5,2,43,117.504,63.936,241.056,1621227210,1621227270,1621227390,1621227510,1621227160,1621227277,1621227341,1621227582,2021,5,17
101019,09:30.0,11:30.0,13:30.1,16:29.9,17:01.0,19:47.7,21:32.3,25:56.6,1,1,1,0.5,3,44,166.752,104.544,264.384,1621231770,1621231890,1621232010,1621232190,1621232221,1621232388,1621232492,1621232757,2021,5,17
101021,33:29.7,35:29.8,37:29.9,40:30.4,36:21.6,38:27.7,40:34.8,44:04.7,1,1,1,0,4,45,126.144,127.008,209.952,1621236810,1621236930,1621237050,1621237230,1621236982,1621237108,1621237235,1621237445,2021,5,17
101023,03:29.7,05:29.8,07:29.9,10:30.4,02:35.2,04:32.7,06:39.7,09:49.0,1,1,1,1,5,46,117.504,127.008,189.216,1621242210,1621242330,1621242450,1621242630,1621242155,1621242273,1621242400,1621242589,2021,5,17
101025,19:29.9,21:30.0,23:30.0,26:29.8,21:17.0,22:31.3,25:09.4,27:58.8,0.5,1,0.5,0.5,6,47,74.304,158.112,169.344,1621246770,1621246890,1621247010,1621247190,1621246877,1621246951,1621247109,1621247279,2021,5,17
101027,35:30.0,37:30.1,39:30.2,42:30.0,36:44.4,39:43.2,42:42.0,46:01.6,1,1,1,0.5,7,48,178.848,178.848,199.584,1621251330,1621251450,1621251570,1621251750,1621251404,1621251583,1621251762,1621251962,2021,5,17
101029,51:30.2,53:30.3,55:30.4,58:30.1,52:03.1,53:47.6,57:09.8,01:46.3,0.5,1,2,0,8,49,104.544,202.176,276.48,1621255890,1621256010,1621256130,1621256310,1621255923,1621256028,1621256230,1621256506,2021,5,17
101031,09:29.7,11:29.8,13:29.9,16:30.4,08:56.8,10:43.1,14:45.9,17:56.0,1,1,0.5,0,9,50,106.272,242.784,190.08,1621260570,1621260690,1621260810,1621260990,1621260537,1621260643,1621260886,1621261076,2021,5,17
101033,34:29.9,36:30.0,38:30.0,41:29.8,41:38.4,44:58.8,48:40.9,53:47.6,2,1,1,0.5,10,51,200.448,222.048,306.72,1621265670,1621265790,1621265910,1621266090,1621266098,1621266299,1621266521,1621266828,2021,5,17
101035,50:30.0,52:30.1,54:30.2,57:30.0,01:03.4,02:39.3,05:58.0,11:47.0,1,1,1,0,11,52,95.904,198.72,349.056,1621270230,1621270350,1621270470,1621270650,1621270863,1621270959,1621271158,1621271507,2021,5,17
101037,03:29.7,04:30.1,06:30.2,08:30.3,10:32.2,12:20.2,13:24.1,15:52.7,0.5,0.5,0,0.5,12,53,108,63.936,148.608,1621274610,1621274670,1621274790,1621274910,1621275032,1621275140,1621275204,1621275353,2021,5,17
101015,32:29.8,33:30.2,35:30.3,37:30.4,32:34.9,33:26.8,34:53.2,37:39.9,0,1,0,1,1,54,51.84,86.4,166.752,1621308750,1621308810,1621308930,1621309050,1621308755,1621308807,1621308893,1621309060,2021,5,18
101017,53:29.8,54:30.2,56:30.3,58:30.4,53:41.0,54:43.2,55:35.9,57:52.4,0,0,0,0,2,55,62.208,52.704,136.512,1621313610,1621313670,1621313790,1621313910,1621313621,1621313683,1621313736,1621313872,2021,5,18
101019,09:30.0,11:30.0,13:30.1,16:29.9,17:50.2,19:56.4,21:40.9,26:04.4,1,1,1,0,3,56,126.144,104.544,263.52,1621318170,1621318290,1621318410,1621318590,1621318670,1621318796,1621318901,1621319164,2021,5,18
101021,33:29.7,35:29.8,37:29.9,40:30.4,37:50.6,39:30.8,41:10.2,43:56.9,0,0.5,0,0,4,57,100.224,99.36,166.752,1621323210,1621323330,1621323450,1621323630,1621323471,1621323571,1621323670,1621323837,2021,5,18
101023,03:29.7,05:29.8,07:29.9,10:30.4,04:31.9,07:47.1,10:24.4,13:56.1,2,1,1,0,5,58,195.264,157.248,211.68,1621328610,1621328730,1621328850,1621329030,1621328672,1621328867,1621329024,1621329236,2021,5,18
101025,19:29.9,21:30.0,23:30.0,26:29.8,20:39.0,22:28.7,24:57.3,27:57.9,1,1,0.5,0,6,59,109.728,148.608,180.576,1621333170,1621333290,1621333410,1621333590,1621333239,1621333349,1621333497,1621333678,2021,5,18
101027,35:30.0,37:30.1,39:30.2,42:30.0,34:56.4,38:53.1,41:11.3,46:04.2,3,1,2,0,7,60,236.736,138.24,292.896,1621337730,1621337850,1621337970,1621338150,1621337696,1621337933,1621338071,1621338364,2021,5,18
101029,51:30.2,53:30.3,55:30.4,58:30.1,51:27.6,53:28.6,56:11.0,00:05.2,1,1,1,0.5,8,61,120.96,162.432,234.144,1621342290,1621342410,1621342530,1621342710,1621342288,1621342409,1621342571,1621342805,2021,5,18
101031,09:29.7,11:29.8,13:29.9,16:30.4,09:48.7,11:46.2,14:36.4,17:45.6,1,1,1,1,9,62,117.504,170.208,189.216,1621346970,1621347090,1621347210,1621347390,1621346989,1621347106,1621347276,1621347466,2021,5,18
