course_id,sched_1_355,sched_2_1035,sched_3_418,sched_4_2543,stop_1_355,stop_2_1035,stop_3_418,stop_4_2543,stay_1_355,stay_2_1035,stay_3_418,stay_4_2543,daily_course,weekly_course
39975,2021-04-09-15-12,2021-04-09-15-14,2021-04-09-15-16,2021-04-09-15-19,2021-04-09-15-13,2021-04-09-15-15,2021-04-09-15-17,2021-04-09-15-21,0,1,1,0.5,9,9
39977,2021-04-09-16-29,2021-04-09-16-31,2021-04-09-16-33,2021-04-09-16-36,2021-04-09-16-28,2021-04-09-16-30,2021-04-09-16-31,2021-04-09-16-35,1.5,0.5,1,1,10,10
39979,2021-04-09-17-41,2021-04-09-17-43,2021-04-09-17-45,2021-04-09-17-48,2021-04-09-17-44,2021-04-09-17-45,2021-04-09-17-47,2021-04-09-17-51,0,1,1,0,11,11
39981,2021-04-09-18-52,2021-04-09-18-54,2021-04-09-18-56,2021-04-09-18-59,2021-04-09-18-51,2021-04-09-18-54,2021-04-09-18-55,2021-04-09-18-58,2,1,0.5,1,12,12
39983,2021-04-09-19-59,2021-04-09-20-00,2021-04-09-20-02,2021-04-09-20-04,2021-04-09-20-00,2021-04-09-20-01,2021-04-09-20-02,2021-04-09-20-05,0,0.5,0.5,0,13,13
39985,2021-04-09-21-10,2021-04-09-21-11,2021-04-09-21-13,2021-04-09-21-15,2021-04-09-21-10,2021-04-09-21-12,2021-04-09-21-13,2021-04-09-21-15,0,1,0,0.5,14,14
101291,2021-04-10-05-30,2021-04-10-05-31,2021-04-10-05-32,2021-04-10-05-34,2021-04-10-05-31,2021-04-10-05-32,2021-04-10-05-33,2021-04-10-05-35,0,0,1,0,1,15
101293,2021-04-10-06-30,2021-04-10-06-31,2021-04-10-06-32,2021-04-10-06-34,2021-04-10-06-32,2021-04-10-06-33,2021-04-10-06-34,2021-04-10-06-37,1,0,0,1,2,16
101295,2021-04-10-07-40,2021-04-10-07-42,2021-04-10-07-43,2021-04-10-07-45,2021-04-10-07-41,2021-04-10-07-43,2021-04-10-07-44,2021-04-10-07-47,1,0,1,1,3,17
101297,2021-04-10-08-45,2021-04-10-08-47,2021-04-10-08-48,2021-04-10-08-50,2021-04-10-08-47,2021-04-10-08-48,2021-04-10-08-49,2021-04-10-08-51,1,0,0,0,4,18
101299,2021-04-10-10-02,2021-04-10-10-04,2021-04-10-10-05,2021-04-10-10-07,2021-04-10-10-04,2021-04-10-10-05,2021-04-10-10-06,2021-04-10-10-10,0.5,1,1,1,5,19
101301,2021-04-10-11-14,2021-04-10-11-16,2021-04-10-11-17,2021-04-10-11-19,2021-04-10-11-18,2021-04-10-11-21,2021-04-10-11-22,2021-04-10-11-25,1,0.5,1,0,6,20
101303,2021-04-10-12-19,2021-04-10-12-21,2021-04-10-12-22,2021-04-10-12-24,2021-04-10-12-35,2021-04-10-12-37,2021-04-10-12-38,2021-04-10-12-41,1,1,0,1,7,21
101305,2021-04-10-13-24,2021-04-10-13-26,2021-04-10-13-27,2021-04-10-13-29,2021-04-10-13-56,2021-04-10-13-59,2021-04-10-14-01,2021-04-10-14-03,1,1,0.5,0,8,22
101307,2021-04-10-14-29,2021-04-10-14-31,2021-04-10-14-32,2021-04-10-14-34,2021-04-10-15-14,2021-04-10-15-16,2021-04-10-15-17,2021-04-10-15-21,1,1,0,1,9,23
101309,2021-04-10-15-39,2021-04-10-15-41,2021-04-10-15-42,2021-04-10-15-44,2021-04-10-16-32,2021-04-10-16-34,2021-04-10-16-36,2021-04-10-16-39,2,1,0,1,10,24
101311,2021-04-10-16-55,2021-04-10-16-57,2021-04-10-16-58,2021-04-10-17-00,2021-04-10-17-52,2021-04-10-17-54,2021-04-10-17-55,2021-04-10-17-59,2,1,0,0,11,25
101313,2021-04-10-18-00,2021-04-10-18-02,2021-04-10-18-03,2021-04-10-18-05,2021-04-10-19-01,2021-04-10-19-03,2021-04-10-19-04,2021-04-10-19-07,1,0,1,1,12,26
101317,2021-04-10-20-08,2021-04-10-20-09,2021-04-10-20-10,2021-04-10-20-12,2021-04-10-20-08,2021-04-10-20-11,2021-04-10-20-12,2021-04-10-20-15,1,0,0,0,13,27
101319,2021-04-10-21-25,2021-04-10-21-26,2021-04-10-21-27,2021-04-10-21-29,2021-04-10-21-26,2021-04-10-21-27,2021-04-10-21-28,2021-04-10-21-31,1,0,0,0,14,28
101291,2021-04-11-05-30,2021-04-11-05-31,2021-04-11-05-32,2021-04-11-05-34,2021-04-11-05-32,2021-04-11-05-33,2021-04-11-05-33,2021-04-11-05-35,0,0,0,1,1,29
101293,2021-04-11-06-30,2021-04-11-06-31,2021-04-11-06-32,2021-04-11-06-34,2021-04-11-06-32,2021-04-11-06-33,2021-04-11-06-34,2021-04-11-06-35,1,0,0,0,2,30
101295,2021-04-11-07-40,2021-04-11-07-42,2021-04-11-07-43,2021-04-11-07-45,2021-04-11-07-40,2021-04-11-07-43,2021-04-11-07-44,2021-04-11-07-47,2,0,0,0,3,31
101297,2021-04-11-08-45,2021-04-11-08-47,2021-04-11-08-48,2021-04-11-08-50,2021-04-11-08-45,2021-04-11-08-46,2021-04-11-08-48,2021-04-11-08-51,0,1,0,0,4,32
101299,2021-04-11-10-02,2021-04-11-10-04,2021-04-11-10-05,2021-04-11-10-07,2021-04-11-10-02,2021-04-11-10-04,2021-04-11-10-05,2021-04-11-10-07,1,0,0,1,5,33
101301,2021-04-11-11-14,2021-04-11-11-16,2021-04-11-11-17,2021-04-11-11-19,2021-04-11-11-15,2021-04-11-11-17,2021-04-11-11-18,2021-04-11-11-21,1.5,0,0,0,6,34
101303,2021-04-11-12-19,2021-04-11-12-21,2021-04-11-12-22,2021-04-11-12-24,2021-04-11-12-20,2021-04-11-12-22,2021-04-11-12-23,2021-04-11-12-25,2,1,0,0,7,35
101305,2021-04-11-13-24,2021-04-11-13-26,2021-04-11-13-27,2021-04-11-13-29,2021-04-11-13-24,2021-04-11-13-25,2021-04-11-13-26,2021-04-11-13-29,1,0,0,0,8,36
101307,2021-04-11-14-29,2021-04-11-14-31,2021-04-11-14-32,2021-04-11-14-34,2021-04-11-14-31,2021-04-11-14-32,2021-04-11-14-33,2021-04-11-14-37,1,0.5,0,0,9,37
101309,2021-04-11-15-39,2021-04-11-15-41,2021-04-11-15-42,2021-04-11-15-44,2021-04-11-15-39,2021-04-11-15-42,2021-04-11-15-42,2021-04-11-15-45,2,0,0,0,10,38
101311,2021-04-11-16-55,2021-04-11-16-57,2021-04-11-16-58,2021-04-11-17-00,2021-04-11-16-56,2021-04-11-16-58,2021-04-11-16-59,2021-04-11-17-03,2,0,0,0,11,39
101313,2021-04-11-18-00,2021-04-11-18-02,2021-04-11-18-03,2021-04-11-18-05,2021-04-11-18-00,2021-04-11-18-02,2021-04-11-18-03,2021-04-11-18-07,0.5,1,0,0,12,40
101315,2021-04-11-19-05,2021-04-11-19-07,2021-04-11-19-08,2021-04-11-19-10,2021-04-11-19-05,2021-04-11-19-07,2021-04-11-19-08,2021-04-11-19-11,1,0,0,1,13,41
101317,2021-04-11-20-08,2021-04-11-20-09,2021-04-11-20-10,2021-04-11-20-12,2021-04-11-20-09,2021-04-11-20-10,2021-04-11-20-11,2021-04-11-20-13,1,0.5,0,0.5,14,42
101319,2021-04-11-21-25,2021-04-11-21-26,2021-04-11-21-27,2021-04-11-21-29,2021-04-11-21-25,2021-04-11-21-27,2021-04-11-21-28,2021-04-11-21-31,2,0,1,0,15,43
101015,2021-04-12-05-32,2021-04-12-05-33,2021-04-12-05-35,2021-04-12-05-37,2021-04-12-05-31,2021-04-12-05-32,2021-04-12-05-35,2021-04-12-05-37,0,2,0,0.5,1,44
101017,2021-04-12-06-53,2021-04-12-06-54,2021-04-12-06-56,2021-04-12-06-58,2021-04-12-06-52,2021-04-12-06-55,2021-04-12-06-56,2021-04-12-06-59,2,0,1,1,2,45
101019,2021-04-12-08-09,2021-04-12-08-11,2021-04-12-08-13,2021-04-12-08-16,2021-04-12-08-10,2021-04-12-08-12,2021-04-12-08-14,2021-04-12-08-16,1.5,0,0,1,3,46
101021,2021-04-12-09-33,2021-04-12-09-35,2021-04-12-09-37,2021-04-12-09-40,2021-04-12-09-35,2021-04-12-09-38,2021-04-12-09-40,2021-04-12-09-42,1,0.5,1,0.5,4,47
101023,2021-04-12-11-03,2021-04-12-11-05,2021-04-12-11-07,2021-04-12-11-10,2021-04-12-11-02,2021-04-12-11-04,2021-04-12-11-06,2021-04-12-11-10,2,1,0.5,0.5,5,48
101027,2021-04-12-13-35,2021-04-12-13-37,2021-04-12-13-39,2021-04-12-13-42,2021-04-12-13-36,2021-04-12-13-38,2021-04-12-13-40,2021-04-12-13-42,2,0.5,1,0.5,6,49
101029,2021-04-12-14-51,2021-04-12-14-53,2021-04-12-14-55,2021-04-12-14-58,2021-04-12-14-53,2021-04-12-14-56,2021-04-12-14-58,2021-04-12-15-03,2,0.5,2,1,7,50
101031,2021-04-12-16-09,2021-04-12-16-11,2021-04-12-16-13,2021-04-12-16-16,2021-04-12-16-10,2021-04-12-16-13,2021-04-12-16-14,2021-04-12-16-17,2,1,1,1,8,51
101033,2021-04-12-17-34,2021-04-12-17-36,2021-04-12-17-38,2021-04-12-17-41,2021-04-12-17-41,2021-04-12-17-45,2021-04-12-17-46,2021-04-12-17-49,2,0,1,1,9,52
101035,2021-04-12-18-50,2021-04-12-18-52,2021-04-12-18-54,2021-04-12-18-57,2021-04-12-18-53,2021-04-12-18-55,2021-04-12-18-58,2021-04-12-19-01,1,1,2,0.5,10,53
101037,2021-04-12-20-03,2021-04-12-20-04,2021-04-12-20-06,2021-04-12-20-08,2021-04-12-20-02,2021-04-12-20-03,2021-04-12-20-05,2021-04-12-20-07,1,0,0,1,11,54
101015,2021-04-13-05-32,2021-04-13-05-33,2021-04-13-05-35,2021-04-13-05-37,2021-04-13-05-31,2021-04-13-05-32,2021-04-13-05-34,2021-04-13-05-37,0.5,1,0,1,1,55
101017,2021-04-13-06-53,2021-04-13-06-54,2021-04-13-06-56,2021-04-13-06-58,2021-04-13-06-53,2021-04-13-06-54,2021-04-13-06-56,2021-04-13-06-59,0,0.5,1,1,2,56
101019,2021-04-13-08-09,2021-04-13-08-11,2021-04-13-08-13,2021-04-13-08-16,2021-04-13-08-14,2021-04-13-08-16,2021-04-13-08-17,2021-04-13-08-20,2,1,1,0,3,57
101021,2021-04-13-09-33,2021-04-13-09-35,2021-04-13-09-37,2021-04-13-09-40,2021-04-13-09-40,2021-04-13-09-41,2021-04-13-09-43,2021-04-13-09-48,0.5,1,1,1,4,58
101023,2021-04-13-11-03,2021-04-13-11-05,2021-04-13-11-07,2021-04-13-11-10,2021-04-13-11-04,2021-04-13-11-07,2021-04-13-11-08,2021-04-13-11-11,2,1,0,1,5,59
101025,2021-04-13-12-19,2021-04-13-12-21,2021-04-13-12-23,2021-04-13-12-26,2021-04-13-12-20,2021-04-13-12-21,2021-04-13-12-23,2021-04-13-12-28,0.5,1,2,0.5,6,60
101027,2021-04-13-13-35,2021-04-13-13-37,2021-04-13-13-39,2021-04-13-13-42,2021-04-13-13-36,2021-04-13-13-37,2021-04-13-13-39,2021-04-13-13-43,0,1,1,0,7,61
101029,2021-04-13-14-51,2021-04-13-14-53,2021-04-13-14-55,2021-04-13-14-58,2021-04-13-14-52,2021-04-13-14-56,2021-04-13-14-58,2021-04-13-15-03,2,1,1,0,8,62
101031,2021-04-13-16-09,2021-04-13-16-11,2021-04-13-16-13,2021-04-13-16-16,2021-04-13-16-08,2021-04-13-16-10,2021-04-13-16-12,2021-04-13-16-15,1,1,1,1,9,63
101033,2021-04-13-17-34,2021-04-13-17-36,2021-04-13-17-38,2021-04-13-17-41,2021-04-13-17-44,2021-04-13-17-46,2021-04-13-17-49,2021-04-13-17-54,1,0,1,1,10,64
101035,2021-04-13-18-50,2021-04-13-18-52,2021-04-13-18-54,2021-04-13-18-57,2021-04-13-19-03,2021-04-13-19-05,2021-04-13-19-07,2021-04-13-19-11,1,0,1,0,11,65
101037,2021-04-13-20-03,2021-04-13-20-04,2021-04-13-20-06,2021-04-13-20-08,2021-04-13-20-06,2021-04-13-20-08,2021-04-13-20-09,2021-04-13-20-11,1,0,0,0,12,66
101015,2021-04-14-05-32,2021-04-14-05-33,2021-04-14-05-35,2021-04-14-05-37,2021-04-14-05-31,2021-04-14-05-33,2021-04-14-05-34,2021-04-14-05-37,0,0,0.5,0,1,67
101017,2021-04-14-06-53,2021-04-14-06-54,2021-04-14-06-56,2021-04-14-06-58,2021-04-14-06-53,2021-04-14-06-54,2021-04-14-06-55,2021-04-14-06-57,1,0.5,1,0,2,68
101019,2021-04-14-08-09,2021-04-14-08-11,2021-04-14-08-13,2021-04-14-08-16,2021-04-14-08-13,2021-04-14-08-15,2021-04-14-08-16,2021-04-14-08-20,1,0,0.5,0,3,69
101021,2021-04-14-09-33,2021-04-14-09-35,2021-04-14-09-37,2021-04-14-09-40,2021-04-14-09-35,2021-04-14-09-38,2021-04-14-09-39,2021-04-14-09-44,1.5,0.5,0,0,4,70
101023,2021-04-14-11-03,2021-04-14-11-05,2021-04-14-11-07,2021-04-14-11-10,2021-04-14-11-03,2021-04-14-11-06,2021-04-14-11-08,2021-04-14-11-12,1,1,1,0,5,71
101025,2021-04-14-12-19,2021-04-14-12-21,2021-04-14-12-23,2021-04-14-12-26,2021-04-14-12-20,2021-04-14-12-22,2021-04-14-12-24,2021-04-14-12-28,2,1,2,1,6,72
101027,2021-04-14-13-35,2021-04-14-13-37,2021-04-14-13-39,2021-04-14-13-42,2021-04-14-13-37,2021-04-14-13-39,2021-04-14-13-41,2021-04-14-13-44,1,0.5,2,0,7,73
101029,2021-04-14-14-51,2021-04-14-14-53,2021-04-14-14-55,2021-04-14-14-58,2021-04-14-14-53,2021-04-14-14-56,2021-04-14-14-59,2021-04-14-15-03,2,1,1,0.5,8,74
101031,2021-04-14-16-09,2021-04-14-16-11,2021-04-14-16-13,2021-04-14-16-16,2021-04-14-16-11,2021-04-14-16-13,2021-04-14-16-14,2021-04-14-16-19,1,1,1,0,9,75
101033,2021-04-14-17-34,2021-04-14-17-36,2021-04-14-17-38,2021-04-14-17-41,2021-04-14-17-40,2021-04-14-17-43,2021-04-14-17-47,2021-04-14-17-50,2,1,1,1,10,76
101035,2021-04-14-18-50,2021-04-14-18-52,2021-04-14-18-54,2021-04-14-18-57,2021-04-14-18-53,2021-04-14-18-56,2021-04-14-18-59,2021-04-14-19-05,1,0,3,0,11,77
101037,2021-04-14-20-03,2021-04-14-20-04,2021-04-14-20-06,2021-04-14-20-08,2021-04-14-20-05,2021-04-14-20-06,2021-04-14-20-07,2021-04-14-20-11,1,0.5,0.5,0.5,12,78
101015,2021-04-15-05-32,2021-04-15-05-33,2021-04-15-05-35,2021-04-15-05-37,2021-04-15-05-32,2021-04-15-05-32,2021-04-15-05-34,2021-04-15-05-36,0,0,0,1,1,79
101017,2021-04-15-06-53,2021-04-15-06-54,2021-04-15-06-56,2021-04-15-06-58,2021-04-15-06-53,2021-04-15-06-54,2021-04-15-06-55,2021-04-15-06-59,0.5,0,0,0,2,80
101019,2021-04-15-08-09,2021-04-15-08-11,2021-04-15-08-13,2021-04-15-08-16,2021-04-15-08-09,2021-04-15-08-11,2021-04-15-08-13,2021-04-15-08-15,1,0,0.5,0,3,81
101021,2021-04-15-09-33,2021-04-15-09-35,2021-04-15-09-37,2021-04-15-09-40,2021-04-15-09-32,2021-04-15-09-34,2021-04-15-09-36,2021-04-15-09-39,1,1,0.5,0,4,82
101023,2021-04-15-11-03,2021-04-15-11-05,2021-04-15-11-07,2021-04-15-11-10,2021-04-15-11-03,2021-04-15-11-04,2021-04-15-11-07,2021-04-15-11-12,0.5,1,1,0,5,83
101025,2021-04-15-12-19,2021-04-15-12-21,2021-04-15-12-23,2021-04-15-12-26,2021-04-15-12-19,2021-04-15-12-21,2021-04-15-12-22,2021-04-15-12-25,1,1,0,0,6,84
101027,2021-04-15-13-35,2021-04-15-13-37,2021-04-15-13-39,2021-04-15-13-42,2021-04-15-13-36,2021-04-15-13-39,2021-04-15-13-40,2021-04-15-13-44,1,1,1,0,7,85
101029,2021-04-15-14-51,2021-04-15-14-53,2021-04-15-14-55,2021-04-15-14-58,2021-04-15-14-53,2021-04-15-14-55,2021-04-15-14-58,2021-04-15-15-01,1,1,1,1,8,86
101031,2021-04-15-16-09,2021-04-15-16-11,2021-04-15-16-13,2021-04-15-16-16,2021-04-15-16-09,2021-04-15-16-10,2021-04-15-16-12,2021-04-15-16-17,0,1,1,0,9,87
101033,2021-04-15-17-34,2021-04-15-17-36,2021-04-15-17-38,2021-04-15-17-41,2021-04-15-17-35,2021-04-15-17-37,2021-04-15-17-39,2021-04-15-17-43,1,0,1,0,10,88
101035,2021-04-15-18-50,2021-04-15-18-52,2021-04-15-18-54,2021-04-15-18-57,2021-04-15-18-49,2021-04-15-18-51,2021-04-15-18-53,2021-04-15-18-57,1,1,1,0,11,89
101037,2021-04-15-20-03,2021-04-15-20-04,2021-04-15-20-06,2021-04-15-20-08,2021-04-15-20-02,2021-04-15-20-04,2021-04-15-20-05,2021-04-15-20-07,1,0,0,0.5,12,90
101017,2021-04-16-06-53,2021-04-16-06-54,2021-04-16-06-56,2021-04-16-06-58,2021-04-16-06-54,2021-04-16-06-54,2021-04-16-06-55,2021-04-16-06-57,0,0,0,0,1,1
101019,2021-04-16-08-09,2021-04-16-08-11,2021-04-16-08-13,2021-04-16-08-16,2021-04-16-08-12,2021-04-16-08-15,2021-04-16-08-17,2021-04-16-08-20,2,1,1,0,2,2
101021,2021-04-16-09-33,2021-04-16-09-35,2021-04-16-09-37,2021-04-16-09-40,2021-04-16-09-38,2021-04-16-09-41,2021-04-16-09-43,2021-04-16-09-48,2,0,1,0,3,3
101023,2021-04-16-11-03,2021-04-16-11-05,2021-04-16-11-07,2021-04-16-11-10,2021-04-16-11-05,2021-04-16-11-07,2021-04-16-11-10,2021-04-16-11-14,2,1,1,0.5,4,4
101025,2021-04-16-12-19,2021-04-16-12-21,2021-04-16-12-23,2021-04-16-12-26,2021-04-16-12-19,2021-04-16-12-22,2021-04-16-12-23,2021-04-16-12-27,2,0.5,2,1,5,5
101027,2021-04-16-13-35,2021-04-16-13-37,2021-04-16-13-39,2021-04-16-13-42,2021-04-16-13-37,2021-04-16-13-40,2021-04-16-13-43,2021-04-16-13-49,1,1,2,0.5,6,6
101029,2021-04-16-14-51,2021-04-16-14-53,2021-04-16-14-55,2021-04-16-14-58,2021-04-16-14-52,2021-04-16-14-54,2021-04-16-14-58,2021-04-16-15-01,1,1,2,0.5,7,7
101031,2021-04-16-16-09,2021-04-16-16-11,2021-04-16-16-13,2021-04-16-16-16,2021-04-16-16-12,2021-04-16-16-14,2021-04-16-16-16,2021-04-16-16-20,1,1,1,1,8,8
101033,2021-04-16-17-34,2021-04-16-17-36,2021-04-16-17-38,2021-04-16-17-41,2021-04-16-17-43,2021-04-16-17-45,2021-04-16-17-47,2021-04-16-17-51,1,0,2,0,9,9
101035,2021-04-16-18-50,2021-04-16-18-52,2021-04-16-18-54,2021-04-16-18-57,2021-04-16-19-00,2021-04-16-19-01,2021-04-16-19-02,2021-04-16-19-05,1,0,1,0,10,10
101037,2021-04-16-20-03,2021-04-16-20-04,2021-04-16-20-06,2021-04-16-20-08,2021-04-16-20-05,2021-04-16-20-07,2021-04-16-20-08,2021-04-16-20-11,1,0.5,0,0.5,11,11
101291,2021-04-17-05-30,2021-04-17-05-31,2021-04-17-05-32,2021-04-17-05-34,2021-04-17-05-29,2021-04-17-05-30,2021-04-17-05-31,2021-04-17-05-33,0,0,0,0,1,12
101293,2021-04-17-06-30,2021-04-17-06-31,2021-04-17-06-32,2021-04-17-06-34,2021-04-17-06-29,2021-04-17-06-30,2021-04-17-06-31,2021-04-17-06-33,0,0,0,0,2,13
101295,2021-04-17-07-40,2021-04-17-07-42,2021-04-17-07-43,2021-04-17-07-45,2021-04-17-07-39,2021-04-17-07-41,2021-04-17-07-42,2021-04-17-07-43,0,1,0,0,3,14
101297,2021-04-17-08-45,2021-04-17-08-47,2021-04-17-08-48,2021-04-17-08-50,2021-04-17-08-44,2021-04-17-08-46,2021-04-17-08-47,2021-04-17-08-49,0.5,0,0,1,4,15
101299,2021-04-17-10-02,2021-04-17-10-04,2021-04-17-10-05,2021-04-17-10-07,2021-04-17-10-01,2021-04-17-10-03,2021-04-17-10-04,2021-04-17-10-06,1,0,0,0,5,16
101301,2021-04-17-11-14,2021-04-17-11-16,2021-04-17-11-17,2021-04-17-11-19,2021-04-17-11-14,2021-04-17-11-16,2021-04-17-11-17,2021-04-17-11-19,1,1,0.5,0,6,17
101303,2021-04-17-12-19,2021-04-17-12-21,2021-04-17-12-22,2021-04-17-12-24,2021-04-17-12-19,2021-04-17-12-20,2021-04-17-12-22,2021-04-17-12-26,1,0,1,0,7,18
101305,2021-04-17-13-24,2021-04-17-13-26,2021-04-17-13-27,2021-04-17-13-29,2021-04-17-13-23,2021-04-17-13-26,2021-04-17-13-27,2021-04-17-13-29,1,0,1,1.5,8,19
101307,2021-04-17-14-29,2021-04-17-14-31,2021-04-17-14-32,2021-04-17-14-34,2021-04-17-14-31,2021-04-17-14-33,2021-04-17-14-34,2021-04-17-14-37,1,0,1,0,9,20
101309,2021-04-17-15-39,2021-04-17-15-41,2021-04-17-15-42,2021-04-17-15-44,2021-04-17-15-39,2021-04-17-15-42,2021-04-17-15-42,2021-04-17-15-45,1.5,0,0,0,10,21
101311,2021-04-17-16-55,2021-04-17-16-57,2021-04-17-16-58,2021-04-17-17-00,2021-04-17-16-54,2021-04-17-16-56,2021-04-17-16-57,2021-04-17-16-59,1,0,1,0,11,22
101313,2021-04-17-18-00,2021-04-17-18-02,2021-04-17-18-03,2021-04-17-18-05,2021-04-17-18-00,2021-04-17-18-03,2021-04-17-18-04,2021-04-17-18-07,2,0,0,1,12,23
101315,2021-04-17-19-05,2021-04-17-19-07,2021-04-17-19-08,2021-04-17-19-10,2021-04-17-19-03,2021-04-17-19-05,2021-04-17-19-06,2021-04-17-19-09,0.5,1,0,0,13,24
101317,2021-04-17-20-08,2021-04-17-20-09,2021-04-17-20-10,2021-04-17-20-12,2021-04-17-20-11,2021-04-17-20-13,2021-04-17-20-14,2021-04-17-20-15,1,0,0,0.5,14,25
101319,2021-04-17-21-25,2021-04-17-21-26,2021-04-17-21-27,2021-04-17-21-29,2021-04-17-21-25,2021-04-17-21-26,2021-04-17-21-27,2021-04-17-21-29,1,0,0,0,15,26
101291,2021-04-18-05-30,2021-04-18-05-31,2021-04-18-05-32,2021-04-18-05-34,2021-04-18-05-31,2021-04-18-05-32,2021-04-18-05-33,2021-04-18-05-35,0.5,0,0,0,1,27
101293,2021-04-18-06-30,2021-04-18-06-31,2021-04-18-06-32,2021-04-18-06-34,2021-04-18-06-31,2021-04-18-06-31,2021-04-18-06-32,2021-04-18-06-35,0,0.5,0.5,0,2,28
101295,2021-04-18-07-40,2021-04-18-07-42,2021-04-18-07-43,2021-04-18-07-45,2021-04-18-07-40,2021-04-18-07-43,2021-04-18-07-44,2021-04-18-07-45,1,0,0,1,3,29
101297,2021-04-18-08-45,2021-04-18-08-47,2021-04-18-08-48,2021-04-18-08-50,2021-04-18-08-46,2021-04-18-08-47,2021-04-18-08-48,2021-04-18-08-51,1,0,0,0,4,30
101299,2021-04-18-10-02,2021-04-18-10-04,2021-04-18-10-05,2021-04-18-10-07,2021-04-18-10-02,2021-04-18-10-04,2021-04-18-10-06,2021-04-18-10-09,1,1,0,1,5,31
101301,2021-04-18-11-14,2021-04-18-11-16,2021-04-18-11-17,2021-04-18-11-19,2021-04-18-11-15,2021-04-18-11-17,2021-04-18-11-18,2021-04-18-11-21,2,1,0,1,6,32
101303,2021-04-18-12-19,2021-04-18-12-21,2021-04-18-12-22,2021-04-18-12-24,2021-04-18-12-19,2021-04-18-12-22,2021-04-18-12-23,2021-04-18-12-26,2,1,0,1,7,33
101305,2021-04-18-13-24,2021-04-18-13-26,2021-04-18-13-27,2021-04-18-13-29,2021-04-18-13-25,2021-04-18-13-28,2021-04-18-13-29,2021-04-18-13-31,2,0,0,0,8,34
101307,2021-04-18-14-29,2021-04-18-14-31,2021-04-18-14-32,2021-04-18-14-34,2021-04-18-14-27,2021-04-18-14-29,2021-04-18-14-30,2021-04-18-14-33,1,0,1,0.5,9,35
101309,2021-04-18-15-39,2021-04-18-15-41,2021-04-18-15-42,2021-04-18-15-44,2021-04-18-15-38,2021-04-18-15-39,2021-04-18-15-40,2021-04-18-15-43,1,0,0,0,10,36
101311,2021-04-18-16-55,2021-04-18-16-57,2021-04-18-16-58,2021-04-18-17-00,2021-04-18-16-55,2021-04-18-16-56,2021-04-18-16-57,2021-04-18-16-59,1,0.5,0.5,0,11,37
101313,2021-04-18-18-00,2021-04-18-18-02,2021-04-18-18-03,2021-04-18-18-05,2021-04-18-17-59,2021-04-18-18-02,2021-04-18-18-03,2021-04-18-18-05,1,0,0.5,1,12,38
101315,2021-04-18-19-05,2021-04-18-19-07,2021-04-18-19-08,2021-04-18-19-10,2021-04-18-19-03,2021-04-18-19-05,2021-04-18-19-06,2021-04-18-19-09,0,1,1,0.5,13,39
101317,2021-04-18-20-08,2021-04-18-20-09,2021-04-18-20-10,2021-04-18-20-12,2021-04-18-20-08,2021-04-18-20-10,2021-04-18-20-11,2021-04-18-20-13,1,0,0,0.5,14,40
101319,2021-04-18-21-25,2021-04-18-21-26,2021-04-18-21-27,2021-04-18-21-29,2021-04-18-21-23,2021-04-18-21-24,2021-04-18-21-25,2021-04-18-21-29,1,0,1,0.5,15,41
101015,2021-04-19-05-32,2021-04-19-05-33,2021-04-19-05-35,2021-04-19-05-37,2021-04-19-05-31,2021-04-19-05-32,2021-04-19-05-34,2021-04-19-05-37,0.5,0.5,0,0,1,42
101017,2021-04-19-06-53,2021-04-19-06-54,2021-04-19-06-56,2021-04-19-06-58,2021-04-19-06-51,2021-04-19-06-53,2021-04-19-06-54,2021-04-19-06-57,0.5,1,0,1,2,43
101019,2021-04-19-08-09,2021-04-19-08-11,2021-04-19-08-13,2021-04-19-08-16,2021-04-19-08-10,2021-04-19-08-11,2021-04-19-08-13,2021-04-19-08-16,0,1,0.5,0,3,44
101021,2021-04-19-09-33,2021-04-19-09-35,2021-04-19-09-37,2021-04-19-09-40,2021-04-19-09-41,2021-04-19-09-44,2021-04-19-09-46,2021-04-19-09-49,2,1,1,0,4,45
101023,2021-04-19-11-03,2021-04-19-11-05,2021-04-19-11-07,2021-04-19-11-10,2021-04-19-11-02,2021-04-19-11-05,2021-04-19-11-08,2021-04-19-11-12,2,0.5,0,0.5,5,46
101025,2021-04-19-12-19,2021-04-19-12-21,2021-04-19-12-23,2021-04-19-12-26,2021-04-19-12-18,2021-04-19-12-21,2021-04-19-12-26,2021-04-19-12-29,2,1,0.5,1,6,47
101027,2021-04-19-13-35,2021-04-19-13-37,2021-04-19-13-39,2021-04-19-13-42,2021-04-19-13-36,2021-04-19-13-38,2021-04-19-13-40,2021-04-19-13-46,0,1,1.5,0,7,48
101029,2021-04-19-14-51,2021-04-19-14-53,2021-04-19-14-55,2021-04-19-14-58,2021-04-19-14-51,2021-04-19-14-53,2021-04-19-14-55,2021-04-19-15-00,1,1,2,0,8,49
101031,2021-04-19-16-09,2021-04-19-16-11,2021-04-19-16-13,2021-04-19-16-16,2021-04-19-16-08,2021-04-19-16-10,2021-04-19-16-12,2021-04-19-16-15,1.5,1,1,0.5,9,50
101033,2021-04-19-17-34,2021-04-19-17-36,2021-04-19-17-38,2021-04-19-17-41,2021-04-19-17-37,2021-04-19-17-39,2021-04-19-17-41,2021-04-19-17-45,2,0,1,0,10,51
